"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","학년","성별","왕복오래달리기(회)","오래달리기걷기(초)","스텝검사(PEI)","앉아윗몸앞으로굽히기(cm)","종합유연성(점)","(무릎대고)팔굽혀펴기(회)","윗몸말아올리기(회)","악력(kg)","50m달리기(초)","제자리멀리뛰기(cm)","BMI(kg/㎡)","체지방률(%fat)","인원","%","인원","%","인원","%","인원","%","인원","%","검사인원수"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000391","광남고등학교","04","공립","N","","1학년","여자","42","7.48","","19.3","","","41","23.8","7.7","151.7","20.9","","5","3.2","65","41.4","74","47.1","12","7.6","1",".6","157"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000391","광남고등학교","04","공립","N","","2학년","남자","","9.01","","9.9","","","","43.5","7.4","205.9","23.5","29.8","2","1.1","41","21.9","81","43.3","53","28.3","10","5.3","187"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000391","광남고등학교","04","공립","N","","2학년","여자","","8.12","","16.6","","","","26.1","","140.7","21.7","","3","1.7","41","23.4","98","56","29","16.6","4","2.3","175"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000391","광남고등학교","04","공립","N","","3학년","남자","61.5","10.05","","7.2","","","90","42.3","8.3","202.9","23.7","","0","0","31","15.3","82","40.4","63","31","27","13.3","203"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000391","광남고등학교","04","공립","N","","3학년","여자","","9.34","","14.6","","","","24.6","","144.5","20.9","","2","1.1","41","22.9","89","49.7","38","21.2","9","5","179"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000392","광문고등학교","04","사립","N","","1학년","남자","51.8","6.03","","11.7","","34","","42.8","7.9","209.9","23.4","","7","3.2","81","37","117","53.4","14","6.4","0","0","219"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000392","광문고등학교","04","사립","N","","1학년","여자","31.2","0.00","","16","","32.6","","","","155","21.5","","7","5.6","47","37.9","61","49.2","8","6.5","1",".8","124"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000392","광문고등학교","04","사립","N","","2학년","남자","50.6","6.34","","12.5","","45.8","","61.2","7.4","215.9","23.6","","10","4.9","61","29.6","105","51","29","14.1","1",".5","206"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000392","광문고등학교","04","사립","N","","2학년","여자","21.9","0.00","","13.2","","25.3","","","","140.1","21.8","","1",".8","22","16.7","61","46.2","44","33.3","4","3","132"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000392","광문고등학교","04","사립","N","","3학년","남자","43.3","0.00","","11.3","","34.7","","","","197.8","24","","2","1","29","14.6","84","42.2","72","36.2","12","6","199"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000392","광문고등학교","04","사립","N","","3학년","여자","15.4","0.00","","14.7","","22.6","","","","135.7","22.5","","1",".7","14","9.8","60","42","62","43.4","6","4.2","143"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000393","광성고등학교","04","사립","N","","1학년","남자","84.3","0.00","79.4","9","","28.3","","36.6","8.5","200.2","24.1","","1",".4","64","26.9","155","65.1","18","7.6","0","0","238"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000393","광성고등학교","04","사립","N","","2학년","남자","","0.00","78.2","10.9","","","","37.5","","205.2","24.4","","3","1.3","43","18.1","172","72.3","17","7.1","3","1.3","238"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000393","광성고등학교","04","사립","N","","3학년","남자","62","0.00","80.8","10.4","","","","37.6","","208.5","24.3","","0","0","51","19.5","177","67.6","33","12.6","1",".4","262"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000394","광신고등학교","04","사립","N","","1학년","남자","70","7.42","","13.1","","","","37.8","","215.6","24.2","","1","1.3","23","30.7","44","58.7","4","5.3","3","4","75"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000394","광신고등학교","04","사립","N","","1학년","여자","","7.45","","16","","","","25.7","","171.1","21.9","","1","1.2","35","41.7","45","53.6","2","2.4","1","1.2","84"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000394","광신고등학교","04","사립","N","","2학년","남자","","8.46","","13","","","","40.6","","219.1","24.8","","0","0","13","16.5","51","64.6","9","11.4","6","7.6","79"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000394","광신고등학교","04","사립","N","","2학년","여자","","6.41","","16.6","","","","25.5","","164","22.9","","1","1.1","42","45.7","47","51.1","2","2.2","0","0","92"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000394","광신고등학교","04","사립","N","","3학년","남자","","7.34","","12.4","","","","39.5","","212","23.9","","1","1.3","7","9.1","56","72.7","10","13","3","3.9","77"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000394","광신고등학교","04","사립","N","","3학년","여자","","7.42","","17.8","","","","25.5","","159.4","22.9","","2","1.9","36","34","63","59.4","4","3.8","1",".9","106"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000395","광양고등학교","04","공립","N","","1학년","남자","53","0.00","78.4","9.9","","","","43","","204.5","25.1","","0","0","21","30.4","30","43.5","17","24.6","1","1.4","69"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000395","광양고등학교","04","공립","N","","1학년","여자","31.6","0.00","","15.1","","","","28.5","","146.8","21.7","","1","1.5","19","28.4","42","62.7","4","6","1","1.5","67"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000395","광양고등학교","04","공립","N","","2학년","남자","54.8","0.00","","9","","","","43.8","","208.4","24.6","","0","0","15","19.5","36","46.8","19","24.7","7","9.1","77"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000395","광양고등학교","04","공립","N","","2학년","여자","26.5","0.00","","16","","","","26.4","","147.6","22.2","","1","1.2","18","22","45","54.9","16","19.5","2","2.4","82"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000395","광양고등학교","04","공립","N","","3학년","남자","56.3","0.00","","10.3","","","","42.9","","203.2","24.7","","0","0","23","22.5","38","37.3","37","36.3","4","3.9","102"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000395","광양고등학교","04","공립","N","","3학년","여자","33.2","0.00","","14.4","","","","26.7","","143.1","21.6","","0","0","16","20","43","53.8","21","26.3","0","0","80"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000396","광영고등학교","04","사립","N","","1학년","남자","45","8.18","","12.8","","37.6","","46.6","7.5","196","23","","18","7.4","125","51.7","84","34.7","14","5.8","1",".4","242"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000396","광영고등학교","04","사립","N","","2학년","남자","","8.10","","15","","41.9","","","7.6","","24.5","","8","2.7","90","30.1","178","59.5","23","7.7","0","0","299"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000396","광영고등학교","04","사립","N","","3학년","남자","","8.11","","15","","39.5","","","7.5","","25.5","","7","2.6","81","30.3","143","53.6","28","10.5","8","3","267"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000397","광영여자고등학교","04","사립","N","","1학년","여자","23.5","6.49","","19.6","","100","","25.3","8.7","159","22","","41","16.6","138","55.9","61","24.7","7","2.8","0","0","247"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000397","광영여자고등학교","04","사립","N","","2학년","여자","","7.30","","18.5","","","","26.2","8.6","","22","","28","10.5","134","50.4","94","35.3","10","3.8","0","0","266"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000397","광영여자고등학교","04","사립","N","","3학년","여자","","7.28","","18","","","","25.9","9.1","","21.9","","29","9.3","126","40.5","130","41.8","24","7.7","2",".6","311"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000398","구로고등학교","04","공립","N","","1학년","남자","55.5","0.00","","12","","41","","43.5","7.6","142","24.1","","19","11.8","56","34.8","55","34.2","28","17.4","3","1.9","161"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000398","구로고등학교","04","공립","N","","1학년","여자","33.5","0.00","","17.4","","","60","27.5","9.6","","21.6","","6","4.7","58","45","53","41.1","11","8.5","1",".8","129"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000398","구로고등학교","04","공립","N","","2학년","남자","56.4","0.00","","10","","","","43.5","7.6","","24","19.8","6","3.9","43","28.3","73","48","26","17.1","4","2.6","152"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000398","구로고등학교","04","공립","N","","2학년","여자","32.2","0.00","","17.2","","","","26.3","9.7","","21.9","","4","2.9","40","28.6","75","53.6","21","15","0","0","140"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000398","구로고등학교","04","공립","N","","3학년","남자","51.8","0.00","","11.1","","","","46.4","","208.1","23.6","","1",".6","33","20.9","77","48.7","40","25.3","7","4.4","158"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000398","구로고등학교","04","공립","N","","3학년","여자","34","0.00","","16.5","","","","28.1","","155.5","22","","7","4.6","56","37.1","68","45","18","11.9","2","1.3","151"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000399","구일고등학교","04","공립","N","","1학년","남자","54.4","0.00","","11.2","","20","","42.5","8.1","210.8","24.6","","0","0","26","24.8","69","65.7","9","8.6","1","1","105"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000399","구일고등학교","04","공립","N","","1학년","여자","32.8","0.00","","18.5","","36.5","","26.1","16.9","150.4","21.7","","3","2.6","34","29.3","75","64.7","4","3.4","0","0","116"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000399","구일고등학교","04","공립","N","","2학년","남자","55.3","0.00","","10.5","","","","42.5","","210.8","23.7","","1",".9","18","15.9","79","69.9","14","12.4","1",".9","113"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000399","구일고등학교","04","공립","N","","2학년","여자","34.1","0.00","","18.2","","","","26.1","","154.9","21.7","","1",".8","43","33.6","77","60.2","7","5.5","0","0","128"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000399","구일고등학교","04","공립","N","","3학년","남자","58.6","0.00","","10.3","","","","44.6","","220","23.7","","6","4.9","26","21.1","57","46.3","33","26.8","1",".8","123"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000399","구일고등학교","04","공립","N","","3학년","여자","37","0.00","","16.3","","","","25.4","","151.9","21.3","","2","1.4","47","34.1","65","47.1","21","15.2","3","2.2","138"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000400","압구정고등학교","04","공립","N","","1학년","남자","57","0.00","","8.6","","21","","38.2","8","212.1","23.6","","2","3.2","17","27.4","22","35.5","16","25.8","5","8.1","62"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000400","압구정고등학교","04","공립","N","","1학년","여자","31.1","0.00","","19","","","","23.5","","155.7","20.3","","0","0","38","32.8","57","49.1","16","13.8","5","4.3","116"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000400","압구정고등학교","04","공립","N","","2학년","남자","55.4","0.00","","12.1","","","","41.9","","211.1","22.8","","2","2.9","15","21.4","28","40","24","34.3","1","1.4","70"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000400","압구정고등학교","04","공립","N","","2학년","여자","30.5","0.00","","16.8","","","","25.4","","149","20.5","","1",".8","38","29.9","63","49.6","25","19.7","0","0","127"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000400","압구정고등학교","04","공립","N","","3학년","남자","1","6.44","","6.1","","","","41","","206.1","23.5","32.9","0","0","2","2.6","20","26.3","42","55.3","12","15.8","76"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000400","압구정고등학교","04","공립","N","","3학년","여자","","0.00","","16.6","","","","26.5","","147.4","21.3","","0","0","10","8.8","59","52.2","42","37.2","2","1.8","113"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000401","금옥여자고등학교","04","공립","N","","1학년","여자","26.7","6.08","65.7","16.1","","","27","23.2","9.8","149","21.6","","0","0","61","26.5","120","52.2","47","20.4","2",".9","230"
